"exerciseId","name","equipments","bodyParts","exerciseType","targetMuscles","secondaryMuscles","keywords","overview","instructions","exerciseTips","variations","relatedExerciseIds","source"
"YHHyYtz","Band Calf Raise","[""Band""]","[""Calves""]","weight_reps","[""Calves""]","[]","[""Band Calf Raise"", ""Band""]","","[""Attach band to a low anchor point."", ""Take a few steps away until the band is taut."", ""Lean back slightly. Raise your heels straight up and down""]","[]","[]","[]","musclewiki"
"JxNsxm3","Dumbbell Calf Raise","[""Dumbbells""]","[""Calves""]","weight_reps","[""Calves""]","[]","[""Dumbbell Calf Raise"", ""Dumbbells""]","","[""Stand tall with your feet on the ground. You can put the the balls of your feet on top of a plate to extend the range of motion."", ""Imagine you have a string attached to your heels and pull your heels up toward the ceiling.""]","[]","[]","[]","musclewiki"
"ICtAcF7","Barbell Calf Jump","[""Barbell""]","[""Calves""]","weight_reps","[""Calves""]","[]","[""Barbell Calf Jump"", ""Barbell""]","","[""Stand with your feet shoulder-width apart and your knees slightly bent."", ""Shift your weight onto the balls of your feet and raise stay flat footed. Using your calf muscles, mimic a jumping motion but don't leave the floor."", ""Explode onto your tip toes and hold for a second."", ""Bring your heels back to the floor then initiate the next rep.""]","[]","[]","[]","musclewiki"
"o6q5Hpk","Barbell Seated Calf Raise","[""Barbell""]","[""Calves""]","weight_reps","[""Calves""]","[]","[""Barbell Seated Calf Raise"", ""Barbell""]","","[""Start by sitting on a bench with a barbell resting on your knees. Your feet should be flat on the ground, about hip-width apart."", ""Place your hands on the barbell for support, and lift your heels off the ground."", ""Hold this position for a moment, then slowly lower your heels back to the ground.""]","[]","[]","[]","musclewiki"
"YVVSgbl","Barbell Toes Up Calf Raise","[""Barbell""]","[""Calves""]","weight_reps","[""Calves""]","[]","[""Barbell Toes Up Calf Raise"", ""Barbell""]","","[""Begin by standing on a raised surface (such as a step or box) with the balls of your feet on the edge of the surface and your heels hanging off. Hold a barbell across your upper back and shoulders, using an overhand grip."", ""Keeping your core engaged and your back straight, push through the balls of your feet to raise your heels up as high as you can."", ""Lower your heels back down to the starting position, allowing your calves to stretch.""]","[]","[]","[]","musclewiki"
"xW7dYEP","Dumbbell Seated Calf Raise","[""Dumbbells""]","[""Calves""]","weight_reps","[""Calves""]","[]","[""Dumbbell Seated Calf Raise"", ""Dumbbells""]","","[""Start by sitting on a bench with your feet shoulder-width apart and a dumbbell in each hand placed on each leg."", ""From this starting position, raise your heels as high as you can by pushing up through your toes."", ""Slowly lower your heels back down to the starting position, and repeat for the desired number of repetitions.""]","[]","[]","[]","musclewiki"
"FlDbFJV","TRX Calf Raise","[""TRX""]","[""Calves""]","weight_reps","[""Calves""]","[]","[""TRX Calf Raise"", ""TRX""]","","[""Hold the TRX straps under your arms and the handles in your armpits."", ""Lean forward against the straps."", ""Keep your body straight and initiate the calf raise by raising your heels off the ground.""]","[]","[]","[]","musclewiki"
"wa66eAV","Downward Dog Toe To Heel","[""Yoga""]","[""Calves""]","weight_reps","[""Calves""]","[""Hamstrings""]","[""Downward Dog Toe To Heel"", ""Yoga""]","","[""Begin in a downward-facing dog position with your hands shoulder-width apart and your feet hip-width apart."", ""Lift your right foot off the mat and place your right toes on top of your left heel."", ""Press your palms and fingers firmly into the mat and lift your hips up towards the ceiling, deepening the stretch in your hamstrings and calves."", ""Hold the pose for a few breaths, and then release by slowly walking your hands back out to a downward-facing dog position.""]","[]","[]","[]","musclewiki"
"FzB7hms","Pyramid Pose Calf Blocks","[""Yoga""]","[""Calves""]","weight_reps","[""Calves""]","[""Hamstrings""]","[""Pyramid Pose Calf Blocks"", ""Yoga""]","","[""Start standing with a flat and vertical block on the matt"", ""Bend forward, placing hand on vertical block, and front of foot on the flat block."", ""Press the bottom of your foot towards the ground, and repeat on each side.""]","[]","[]","[]","musclewiki"
"mda8RA9","Walk Your Downward Dog","[""Yoga""]","[""Calves""]","weight_reps","[""Calves""]","[""Hamstrings""]","[""Walk Your Downward Dog"", ""Yoga""]","","[""Begin in a downward-facing dog position with your hands shoulder-width apart and your feet hip-width apart."", ""Walk your feet towards your hands, bending your knees as needed to allow your heels to touch the mat."", ""Press your palms and fingers into the mat and lift your hips up towards the ceiling to deepen the stretch in your hamstrings and calves."", ""Hold the pose for a few breaths, and then release by slowly walking your hands back out to a downward-facing dog position.""]","[]","[]","[]","musclewiki"
"LVRD6vX","Laying Leg Raises","[""Bodyweight""]","[""Abdominals""]","bodyweight","[""Abdominals""]","[]","[""Laying Leg Raises"", ""Bodyweight""]","","[""Lay on your back with your arms palms down on either side."", ""Keep your legs together and as straight as possible."", ""Slowly raise your legs to a 90\u00b0 angle, pause at this position, or as high as you can reach your legs, and then slowly lower your legs back down."", ""Duration of these movements should be slow so that you do not utilize momentum, enabling you to get the most out of the exercise.""]","[]","[]","[]","musclewiki"
"aszNyvC","Machine Roll Outs","[""Machine""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Machine Roll Outs"", ""Machine""]","","[""Hold the Ab Roller with both hands and kneel on the floor with your feet up and crossed."", ""Slowly roll the ab roller straight forward, stretching your body into a straight position."", ""After a pause at the stretched position, start pulling yourself back to the starting position. This should be a slow and controlled movement.""]","[]","[]","[]","musclewiki"
"Y5QBdNx","Kettlebell Situp","[""Kettlebells""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Kettlebell Situp"", ""Kettlebells""]","","[""Lay flat on your back with straight legs and hold the kettle bell above your chest at arms length."", ""Draw your belly into the base of your spine to engage the muscles, then raise your head and shoulders off the floor with the kettlebell raised at arms length above your chest."", ""Return to the starting position and repeat.""]","[]","[]","[]","musclewiki"
"z7Nfomd","Abdominals Stretch Variation Four","[""Stretches""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Abdominals Stretch Variation Four"", ""Stretches""]","","[""Lay on a ball or a Bosu ball with your feet firmly planted on the floor."", ""Lean all the way back until you feel a stretch in your abdomen."", ""Crunch upwards and hold for a 1-2 count."", ""Slowly return to the starting position and repeat.""]","[]","[]","[]","musclewiki"
"1lQtf7G","Abdominals Stretch Variation Three","[""Stretches""]","[""Abdominals"", ""Obliques""]","weight_reps","[""Abdominals"", ""Obliques""]","[]","[""Abdominals Stretch Variation Three"", ""Stretches""]","","[""Reach up with your left arm and then lean slowly to the right. Lean until a stretch is felt in the obliques."", ""Stand upright."", ""After completing the desired amount of reps with the left arm, switch to the right arm and lean to the left.""]","[]","[]","[]","musclewiki"
"Vzpx2Yr","Abdominals Stretch Variation Two","[""Stretches""]","[""Abdominals"", ""Obliques""]","weight_reps","[""Abdominals"", ""Obliques""]","[]","[""Abdominals Stretch Variation Two"", ""Stretches""]","","[""Stand upright."", ""Reach with both hands upwards until you can interlock your fingers."", ""With your hands above your head, lean back until a stretch is felt in the abdominals.""]","[]","[]","[]","musclewiki"
"cgbjh0p","Abdominals Stretch Variation One","[""Stretches""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Abdominals Stretch Variation One"", ""Stretches""]","","[""Lay on your stomach on the floor with your forearms flat on the ground."", ""Extend your elbows and push your upper body upwards."", ""Push your upper body upwards until you feel a stretch in your abs, then return to the starting position and repeat.""]","[]","[]","[]","musclewiki"
"Wz8uGFE","Forearm Plank","[""Bodyweight""]","[""Abdominals""]","bodyweight","[""Abdominals""]","[]","[""Forearm Plank"", ""Bodyweight""]","Forearm Plank Detailed How to:SetupI suggest starting in a kneeling position as opposed to starting with your hips on the ground. When you begin from the hips on the ground position, your lumbar spine is hyperextended, which is dangerous and to be avoided in the overwhelming majority of exercises.Yo","[""Place forearms on the ground with your elbows bent at a 90\u00b0 angle aligned beneath your shoulders, with your arms parallel at shoulder-width."", ""Your feet should be together, with only your toes touching the floor."", ""Lift your belly off the floor and form a straight line from your heels to the crown of your head and hold.""]","[]","[]","[]","musclewiki"
"gQBRjSI","Hanging Knee Raises","[""Bodyweight""]","[""Abdominals""]","bodyweight","[""Abdominals""]","[]","[""Hanging Knee Raises"", ""Bodyweight""]","","[""Grab the bar and hang, your body still and your legs straight."", ""Slowly draw your knees up to your chest"", ""Once you have raised your knees as high as possible, lower your legs and repeat. Duration of these movements should be slow so that you do not utilize momentum, enabling you to get the most out of the exercise."", ""Duration of these movements should be slow so that you do not utilize momentum, enabling you to get the most out of the exercise.""]","[]","[]","[]","musclewiki"
"vVaPE9D","Barbell Roll Outs","[""Barbell""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Barbell Roll Outs"", ""Barbell""]","Barbell Roll Outs: A Comprehensive Guide Setup Choose a barbell and weight plates appropriate for your fitness level Position the barbell on the ground and load the weight plates onto the bar Get into a kneeling position with your knees hip-width apart Grasp the barbell with a shoulder-width grip Ho","[""Hold the Barbell with both hands and kneel on the floor with your feet up"", ""Slowly roll the Barbell straight forward, stretching your body into a straight position."", ""After a pause at the stretched position, start pulling yourself back to the starting position. This should be a slow and controlled movement.""]","[]","[]","[]","musclewiki"
"2HMnCCx","Cable Standing Crunch","[""Cables""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Cable Standing Crunch"", ""Cables""]","","[""Use a double handle attachment and set the cable all the way to the top."", ""Face away from the cable tower and walk a few steps forward."", ""Push your hips back, and flex your abs."", ""Return to the starting standing position and repeat.""]","[]","[]","[]","musclewiki"
"Nl557IQ","Cable Kneeling Crunch","[""Cables""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Cable Kneeling Crunch"", ""Cables""]","","[""Use a double handle attachment and set the cable all the way to the top."", ""Walk a few steps forward then fall into a kneeling position."", ""Push your hips back and flex your abs, then push hips forward until in the starting position.""]","[]","[]","[]","musclewiki"
"QaTg4IP","Band Crunch","[""Band""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Band Crunch"", ""Band""]","","[""Place the band at the highest anchor point you have available. Grab both ends of the band and fall into a kneeling position."", ""Push your hips back flexing at the spine."", ""Squeeze your abs and then extend at the hips and spine back to the starting position.""]","[]","[]","[]","musclewiki"
"1nlOKxS","Dumbbell Situp","[""Dumbbells""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Dumbbell Situp"", ""Dumbbells""]","","[""Lay flat on the ground with your spine neutral. Extend you arms so your fists are pointed at the ceiling."", ""Sit-up by flexing your abs. Continue to reach for the ceiling for the entire rep.""]","[]","[]","[]","musclewiki"
"kKDH9zk","Dumbbell Plank Pullthrough","[""Dumbbells""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Dumbbell Plank Pullthrough"", ""Dumbbells""]","","[""Get into a plank position. Either from your knees or toes."", ""Start with the DB by your right hand. Reach with your left and pull the dumbbell to your left arm. Then repeat with the right.""]","[]","[]","[]","musclewiki"
"Jutnyh1","Barbell Situp","[""Barbell""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Barbell Situp"", ""Barbell""]","How To Do The Barbell SitupSetupTo get the barbell into position, lay flat on the floor with your heels pressed into the ground and toes pointed toward the ceiling. Position the barbell on the floor over the top of your head, perform a pull over, and then extend your elbows to get it into position. ","[""Hold the bar with a slightly wider than shoulder width grip. Push the bar up toward the ceiling and maintain that elbow extension."", ""Flex your abs and sit-up. Aim to get your torso vertical while maintaining the barbell overhead.""]","[]","[]","[]","musclewiki"
"mYHqmnc","Long Lever Plank","[""Bodyweight""]","[""Abdominals""]","bodyweight","[""Abdominals""]","[]","[""Long Lever Plank"", ""Bodyweight""]","","[""Start in a hand plank position and walk your hands further out until your ears are between your biceps."", ""Hold in this position for the allotted amount of time."", ""Make sure you keep a flat back for the whole set.""]","[]","[]","[]","musclewiki"
"9CEJsz9","Hand Plank","[""Bodyweight""]","[""Abdominals""]","bodyweight","[""Abdominals""]","[]","[""Hand Plank"", ""Bodyweight""]","Hand Plank Detailed How to:SetupI suggest starting in a kneeling position as opposed to starting with your hips on the ground. When you begin from the hips on the ground position, your lumbar spine is hyperextended, which is dangerous and to be avoided in the overwhelming majority of exercises.You c","[""Start in a kneeling position with your hands planted on the ground."", ""Pick your knees up off the ground. Hold in this position with a flat back.""]","[]","[]","[]","musclewiki"
"3YT2kzs","Dumbbell Hollow Hold","[""Dumbbells""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Dumbbell Hollow Hold"", ""Dumbbells""]","","[""Lay flat on the ground with a dumbbell overhead."", ""Pull your upper back and legs off the ground. Make a banana shape with your body."", ""The dumbbell should be held in your hands and your ears should be between your biceps.""]","[]","[]","[]","musclewiki"
"tR9NZp5","Mountain Climber","[""Bodyweight""]","[""Abdominals""]","bodyweight","[""Abdominals""]","[]","[""Mountain Climber"", ""Bodyweight""]","","[""To perform a bodyweight mountain climber, start in a plank position with your hands placed directly under your shoulders."", ""Bring your right knee towards your chest, keeping your foot close to your hand. Quickly switch legs, bringing your left knee towards your chest."", ""Continue this movement, alternating legs, at a quick pace for a set amount of time or repetitions.""]","[]","[]","[]","musclewiki"
"QbYQ3lw","Plate Situp","[""Plate""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Plate Situp"", ""Plate""]","","[""Start by lying on your back on a mat with your legs bent and feet flat on the ground."", ""Hold a weight plate over your head with both hands, making sure to keep your arms straight."", ""Engage your core and use your abdominal muscles to sit up, keeping the weight plate towards the ceiling.""]","[]","[]","[]","musclewiki"
"ssadZHX","Weighted Forearm Plank","[""Plate""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Weighted Forearm Plank"", ""Plate""]","","[""Get into a kneeling position with both forearms pressed into the ground."", ""Place a weight plate on your back (or have a partner do it for you)."", ""Hold the plank for the allotted amount of time.""]","[]","[]","[]","musclewiki"
"Oli9X7r","Weighted Hand Plank","[""Plate""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Weighted Hand Plank"", ""Plate""]","","[""Start in a kneeling position with your hands planted on the ground."", ""Place a weight plate on your back or have a friend do it for you."", ""Pick your knees up off the ground. Hold in this position with a flat back.""]","[]","[]","[]","musclewiki"
"rYexfMJ","Plate Hollow Hold","[""Plate""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Plate Hollow Hold"", ""Plate""]","","[""Lay flat on the ground with your arms extended over head holding a weight plate."", ""Pick your upper back and your legs off the ground. Your body should be in a banana shape.""]","[]","[]","[]","musclewiki"
"B2MT3N3","Dumbbell Crunch","[""Dumbbells""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Dumbbell Crunch"", ""Dumbbells""]","","[""Start by lying flat on your back with your feet flat on the floor and your knees bent."", ""Hold a dumbbell over your clavicle."", ""Engage your core muscles and lift your torso off the floor until your shoulders are a few inches off the ground."", ""Lower yourself back down to the starting position, but avoid resting completely on the floor between reps.""]","[]","[]","[]","musclewiki"
"7ktxWvN","Dumbbell Suitcase Crunch","[""Dumbbells""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Dumbbell Suitcase Crunch"", ""Dumbbells""]","","[""Lay flat on the ground with a dumbbell. Point the soles of your shoes at the ceiling as well as the dumbbell."", ""Reach for your feet with the dumbbell before bringing your spine back to the floor.""]","[]","[]","[]","musclewiki"
"0FOCFlT","TRX Forearm Plank","[""TRX""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""TRX Forearm Plank"", ""TRX""]","","[""Lie face down on the ground and place your forearms on the ground directly under your shoulders."", ""With your feet in the stirrups, kick both feet into the TRX straps and hold the handles above your head."", ""Tighten your abs, glutes, and legs to form a straight line from your head to your feet.""]","[]","[]","[]","musclewiki"
"qjiShvE","TRX Hand Plank","[""TRX""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""TRX Hand Plank"", ""TRX""]","","[""Start by facing away from the TRX straps and placing your feet in the TRX handles with your palms on the ground."", ""Lift your knees off the ground to begin the set."", ""Engage your core and maintain this position for the desired amount of time, holding a steady plank.""]","[]","[]","[]","musclewiki"
"fiQyruJ","TRX Knee Tuck","[""TRX""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""TRX Knee Tuck"", ""TRX""]","","[""Place your feet in the TRX stirrups and get in to a hand plank position."", ""Pull your knees to your chest and flex your abs.""]","[]","[]","[]","musclewiki"
"G5dCMYg","TRX Mountain Climber","[""TRX""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""TRX Mountain Climber"", ""TRX""]","","[""Start in a plank position with the TRX straps adjusted to mid-calf length. Place your feet in the TRX stirrups."", ""Keep your abs engaged, and bring one knee towards your chest while keeping the other leg extended behind you."", ""Switch legs, bringing the opposite knee towards your chest while keeping your abs engaged and your back straight.""]","[]","[]","[]","musclewiki"
"pD7FOq0","TRX Pike","[""TRX""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""TRX Pike"", ""TRX""]","","[""Place your feet in the stirrups and get in to a plank position."", ""Pull your hips straight up toward the ceiling."", ""Lower your hips until you're back in a plank position.""]","[]","[]","[]","musclewiki"
"ddZc943","Kettlebell Russian Twist","[""Kettlebells""]","[""Obliques""]","weight_reps","[""Obliques""]","[""Abdominals""]","[""Kettlebell Russian Twist"", ""Kettlebells""]","","[""Sit on the floor with your legs bent, knees together and feet raised slightly off the floor."", ""Starting on one side and sitting up straight with your core muscles engaged, lift the kettlebell off the floor with both hands and bring it across your body to the other side, rotating your chest towards the floor as you do so."", ""Tap the kettlebell lightly on the floor and bring the kettlebell back across your body to the starting position, rotating your chest towards the floor."", ""Repeat, keeping the legs bent and feet raised throughout the exercise.""]","[]","[]","[]","musclewiki"
"lUH9CU5","Kettlebell Windmill","[""Kettlebells""]","[""Obliques""]","weight_reps","[""Obliques""]","[""Abdominals""]","[""Kettlebell Windmill"", ""Kettlebells""]","","[""Stand with feet slightly wider than shoulder width apart. Hold the kettlebell in one hand and extend your arm above your head."", ""Keeping your legs straight and the kettlebell above your head, lower the relaxed arm towards the ground, twisting your body towards the side of the raised arm."", ""Return to the starting potion, tilt your pelvis forward and repeat.""]","[]","[]","[]","musclewiki"
"RmV7ded","Dumbbell Russian Twist","[""Dumbbells""]","[""Obliques""]","weight_reps","[""Obliques""]","[""Abdominals""]","[""Dumbbell Russian Twist"", ""Dumbbells""]","","[""Sit on the floor and flex your knees and hips to a 90 degree angle."", ""Your feet should be hovering off the ground. (If that's too hard start with heels on the floor)"", ""Rotate your upper spine to engage your obliques.""]","[]","[]","[]","musclewiki"
"LXB2xJR","Bodyweight Russian Twist","[""Bodyweight""]","[""Obliques""]","bodyweight","[""Obliques""]","[""Abdominals""]","[""Bodyweight Russian Twist"", ""Bodyweight""]","","[""Hover your heels just off the ground."", ""Stick your chest out and maintain a flat back. Make all the movement happen at your mid and upper spine."", ""Point your chest to the left, then rotate at the spine until your chest is pointed right.""]","[]","[]","[]","musclewiki"
"KAs94H9","Dumbbell Half Kneeling Wood Chopper","[""Dumbbells""]","[""Obliques""]","weight_reps","[""Obliques""]","[""Abdominals""]","[""Dumbbell Half Kneeling Wood Chopper"", ""Dumbbells""]","","[""Take a half kneeling position. Start with the dumbbell by your knee on the side of the kneeling leg."", ""Rotate at the upper spine, holding the dumbbell away from your body with nearly extended elbows.""]","[]","[]","[]","musclewiki"
"iblEWaC","Plate Russian Twist","[""Plate""]","[""Obliques""]","weight_reps","[""Obliques""]","[""Abdominals""]","[""Plate Russian Twist"", ""Plate""]","","[""Start by sitting on the floor with your knees bent and feet flat on the ground"", ""Engage your core muscles by pulling your belly button toward your spine."", ""Slowly twist your upper body to the right, keeping your feet flat on the ground and your back straight."", ""Hold for a second and then twist to the left, holding for another second.""]","[]","[]","[]","musclewiki"
"PhTDYrj","Cobra Pose","[""Yoga""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[""Quads""]","[""Cobra Pose"", ""Yoga""]","","[""Lie on your stomach with your legs extended behind you, feet hip-width apart."", ""Place your palms on the ground next to your shoulders, with your elbows close to your sides."", ""Inhale and press down through your palms, lifting your chest and shoulders off the ground while keeping your elbows close to your sides."", ""Hold the pose for a few breaths, then release and repeat as desired.""]","[]","[]","[]","musclewiki"
"wKt5OaH","Urdhva Dhanurasana Wheel Pose","[""Yoga""]","[""Abdominals""]","weight_reps","[""Abdominals""]","[]","[""Urdhva Dhanurasana Wheel Pose"", ""Yoga""]","","[""Lie down on your back with your feet hip-distance apart and your knees bent."", ""Place your hands on the floor beside your head, fingertips pointing towards your shoulders."", ""Push your feet and hands into the floor, lift your hips up and straighten your arms."", ""Lift your chest towards the ceiling and hold the pose for a few breaths before lowering back down.""]","[]","[]","[]","musclewiki"
"xounylg","Machine 45 Degree Back Extension","[""Machine""]","[""Lower back""]","weight_reps","[""Lower back""]","[]","[""Machine 45 Degree Back Extension"", ""Machine""]","","[""Position your thighs on the padding and hook your feet on the platform supports."", ""Keeping your back straight, slowly bend at your waist until your legs and back are at a 45\u00b0 angle."", ""Slowly raise your body to the starting position.""]","[]","[]","[]","musclewiki"
"ThIU3Gv","Lower back Stretch Variation Four","[""Stretches""]","[""Lower back""]","weight_reps","[""Lower back""]","[]","[""Lower back Stretch Variation Four"", ""Stretches""]","","[""Lay flat against the ground with your knees at an angle and your feet flat against the floor."", ""Grab your legs just below the knees, and pull your legs towards your chest."", ""Pause at the apex of the stretch, then return to the starting position.""]","[]","[]","[]","musclewiki"
"TzdwLrA","Lower back Stretch Variation Three","[""Stretches""]","[""Lower back""]","weight_reps","[""Lower back""]","[]","[""Lower back Stretch Variation Three"", ""Stretches""]","","[""Lay on your back with your arms at either side."", ""Raise your knees so that they are pointing straight towards the ceiling. Keeping your legs pressed together, rotate your hips to either side."", ""Repeat this motion as necessary.""]","[]","[]","[]","musclewiki"
"iaFoQ9X","Lower back Stretch Variation Two","[""Stretches""]","[""Lower back""]","weight_reps","[""Lower back""]","[]","[""Lower back Stretch Variation Two"", ""Stretches""]","","[""Lay flat on the floor with your arms at either side."", ""With one leg, hook one foot under the joint of your other leg."", ""Rotate your hips so that your knees are pointing sideways, keeping your hooked leg flat against the floor."", ""Pause at the apex of the stretch and repeat with your other leg.""]","[]","[]","[]","musclewiki"
"LJCKp0x","Lower back Stretch Variation One","[""Stretches""]","[""Lower back""]","weight_reps","[""Lower back""]","[]","[""Lower back Stretch Variation One"", ""Stretches""]","","[""Sit on the floor with the tops of your feet pointed and flat on the ground. Move your arms out in front of you in the diving position, placing your palms flat against the ground."", ""With your arms fully extended, rest your buttocks on the heels of your feet, you can crawl your hands forward to extend the stretch if need be."", ""Hold the extended position for a few seconds, and return to starting position.""]","[]","[]","[]","musclewiki"
"7C5mylp","Supermans","[""Bodyweight""]","[""Lower back""]","bodyweight","[""Lower back""]","[]","[""Supermans"", ""Bodyweight""]","","[""Lie face down on the floor with your arms fully extended in front of you."", ""Simultaneously raise your arms, legs and chest off of the floor and hold the position."", ""Slowly lower your arms, legs and chest back to the starting position. Repeat.""]","[]","[]","[]","musclewiki"
"SDUtscE","Plate Deadlift","[""Plate""]","[""Lower back""]","weight_reps","[""Lower back""]","[]","[""Plate Deadlift"", ""Plate""]","","[""Stand with feet hip-width apart, the plate in front of the feet, and the knees slightly bent."", ""Bend the hips and knees to grip the plate with palms facing the body."", ""Keeping the back straight, stand up while lifting the plate off the ground."", ""Return the plate back to the starting position by bending the hips and knees, keeping control of the plate.""]","[]","[]","[]","musclewiki"
"gi4PECA","Dumbbell Superman","[""Dumbbells""]","[""Lower back""]","weight_reps","[""Lower back""]","[]","[""Dumbbell Superman"", ""Dumbbells""]","","[""Lay flat on the ground on your stomach with your arms extended overhead. Hold a dumbbell with a neutral grip."", ""Lift your legs and chest off the ground simultaneously and hold for a 1 count at the top."", ""Relax your lower back and lower your legs and chest back to the floor.""]","[]","[]","[]","musclewiki"
"hyP5XqY","Happy Baby","[""Yoga""]","[""Lower back""]","weight_reps","[""Lower back""]","[]","[""Happy Baby"", ""Yoga""]","","[""Lie down on your back with your knees bent and feet flat on the floor."", ""Lift your feet off the floor and bring your knees towards your chest."", ""Reach inside your knees and hold onto the outside edges of your feet."", ""Gently pull your knees towards your armpits and rock side to side for a few breaths.""]","[]","[]","[]","musclewiki"
"7HJJrn0","Sphinx Pose","[""Yoga""]","[""Lower back""]","weight_reps","[""Lower back""]","[""Chest""]","[""Sphinx Pose"", ""Yoga""]","","[""Start by lying down on your stomach on a yoga mat or a comfortable surface."", ""Place your elbows underneath your shoulders, keeping your forearms parallel to each other."", ""Press your palms and forearms firmly into the ground to lift your chest up, while keeping your hips and legs relaxed."", ""Make sure your shoulders are relaxed and away from your ears. Gently roll your shoulder blades down and back to open up your chest."", ""Lengthen your spine by lifting the crown of your head towards the ceiling, while keeping your chin tucked in slightly.""]","[]","[]","[]","musclewiki"
"kZGW7Iz","Traps mid back Stretch Variation Two","[""Stretches""]","[""Mid back""]","weight_reps","[""Mid back""]","[]","[""Traps mid back Stretch Variation Two"", ""Stretches""]","","[""Sit on the ground and lay one leg flat and the other over the top."", ""Hold your leg with the same side arm and slowly rotate your hips and back."", ""Hold at the peak of the stretch, then slowly return to starting position."", ""Switch sides and repeat.""]","[]","[]","[]","musclewiki"
"y2ewh9Z","Traps mid back Stretch Variation One","[""Stretches""]","[""Mid back""]","weight_reps","[""Mid back""]","[]","[""Traps mid back Stretch Variation One"", ""Stretches""]","","[""Repeat with your other arm."", ""Stand up with your feet shoulder width apart. Place one arm across the front of your chest at shoulder height, press the forearm of your other arm above the elbow, hooking the stretching arm with your hand."", ""Press the arm until it is straight and rotate your upper torso to engage the stretch even deeper.""]","[]","[]","[]","musclewiki"
"f5nQMmM","Cat Pose","[""Yoga""]","[""Lower back""]","weight_reps","[""Lower back""]","[""Mid back""]","[""Cat Pose"", ""Yoga""]","","[""Begin on your hands and knees with your wrists directly under your shoulders and your knees directly under your hips."", ""Inhale and arch your back, lifting your tailbone and head towards the ceiling, while lowering your belly towards the floor."", ""Exhale and round your spine, tucking your chin towards your chest, and bringing your tailbone towards your knees."", ""Repeat these movements, flowing smoothly between the two poses, for several breaths.""]","[]","[]","[]","musclewiki"
"VwrH44u","Easy Seated Twist Pose","[""Yoga""]","[""Obliques""]","weight_reps","[""Obliques""]","[""Lower back""]","[""Easy Seated Twist Pose"", ""Yoga""]","","[""Begin seated with your legs extended in front of you."", ""Begin seated with your legs extended in front of you."", ""Bend your right knee and place your foot on the floor next to your left thigh."", ""Bend your right knee and place your foot on the floor next to your left thigh."", ""Inhale and reach your left arm up towards the ceiling."", ""Inhale and reach your left arm up towards the ceiling."", ""Exhale and twist to the right, placing your left elbow on the outside of your right knee. Hold for a few breaths and then repeat on the other side."", ""Exhale and twist to the right, placing your left elbow on the outside of your right knee. Hold for a few breaths and then repeat on the other side.""]","[]","[]","[]","musclewiki"
"E8PIQt1","Revolved Side Angle Pose With Prayer Hands","[""Yoga""]","[""Mid back""]","weight_reps","[""Mid back""]","[""Obliques""]","[""Revolved Side Angle Pose With Prayer Hands"", ""Yoga""]","","[""Begin in Warrior II pose, with your right foot forward and your left foot back."", ""Bring your hands together in a prayer position at your heart."", ""Exhale and twist your torso to the right, placing your left elbow on the outside of your right knee."", ""Hold for several breaths and then repeat on the other side.""]","[]","[]","[]","musclewiki"
"mdBjBj6","Revolved Side Angle Pose With Prayer Hands Beginner","[""Yoga""]","[""Mid back""]","weight_reps","[""Mid back""]","[""Obliques""]","[""Revolved Side Angle Pose With Prayer Hands Beginner"", ""Yoga""]","","[""Begin in a low lunge position with your right foot forward and your left knee on the ground."", ""Bring your hands together in a prayer position at your heart."", ""Exhale and twist your torso to the right, placing your left elbow on the outside of your right knee."", ""Hold for several breaths and then repeat on the other side.""]","[]","[]","[]","musclewiki"
